MN,HD,HR,HIP,Name,OtherDesignations,ProperName,Bayer,Flamsteed,Constellation,RAJ2000,DecJ2000,pmRA,pmDec,RadVel,Parallax,Vmag,B-V,SpType,IsMultiple,IsVariable,UpdateName
23377,196294,0,101440,STI 988,STI 988,,,,,,,,,,,,,N/A,0.0,0.0,
23378,346902,0,101441,HDS 2938,HDS 2938,,,,,,,,,,,,,N/A,0.0,0.0,
23379,195680,0,101443,HJ 2975,HJ 2975,,,,,,,,,,,,,N/A,0.0,0.0,
23380,195568,0,101454,B 490,B 490,,,,,,,,,,,,,N/A,0.0,0.0,
23381,196092,0,101456,A 1431,A 1431,,,,,,,,,,,,,N/A,0.0,0.0,
23382,195626,0,101464,HDS 2939,HDS 2939,,,,,,,,,,,,,N/A,0.0,0.0,
23383,195599,0,101465,JC 18,JC 18,,,,,,,,,,,,,N/A,0.0,0.0,
23384,195719,0,101472,CBL 178,CBL 178,,,,,,,,,,,,,N/A,0.0,0.0,
23385,195944,0,101482,MAD 8,MAD 8,,,,,,,,,,,,,N/A,0.0,0.0,
23386,196120,0,101493,ΟΣ 408,ΟΣ 408,,,,,,,,,,,,,N/A,0.0,0.0,
23387,196054,0,101509,COU 126,COU 126,,,,,,,,,,,,,N/A,0.0,0.0,
23388,195858,0,101513,OCC 349,OCC 349,,,,,,,,,,,,,N/A,0.0,0.0,
23389,195945,0,101520,Σ 2697,Σ 2697,,,,,,,,,,,,,N/A,0.0,0.0,
23390,196025,0,101526,β 1208,β 1208,,,,,,,,,,,,,N/A,0.0,0.0,
23391,195429,0,101543,HU 1615,HU 1615,,,,,,,,,,,,,N/A,0.0,0.0,
23392,196197,0,101544,Σ 2700,Σ 2700,,,,,,,,,,,,,N/A,0.0,0.0,
23393,195830,0,101551,HJ 5207,HJ 5207,,,,,,,,,,,,,N/A,0.0,0.0,
23394,195996,0,101553,FAL 69,FAL 69,,,,,,,,,,,,,N/A,0.0,0.0,
23395,196124,0,101579,HWE 98,HWE 98,,,,,,,,,,,,,N/A,0.0,0.0,
23396,195476,0,101595,HDS 2942,HDS 2942,,,,,,,,,,,,,N/A,0.0,0.0,
23397,196201,0,101597,YR 16,YR 16,,,,,,,,,,,,,N/A,0.0,0.0,
23398,196297,0,101604,COU 1171,COU 1171,,,,,,,,,,,,,N/A,0.0,0.0,
23399,340730,0,101618,β pm 214,β pm 214,,β pm 214,,,,,,,,,,,N/A,0.0,0.0,
23400,196204,0,101649,HJ 1537,HJ 1537,,,,,,,,,,,,,N/A,0.0,0.0,
23401,196048,0,101650,λ 422,λ 422,,,,,,,,,,,,,N/A,0.0,0.0,
23402,196187,0,101651,TOK 339,TOK 339,,,,,,,,,,,,,N/A,0.0,0.0,
23403,196082,0,101653,B 2888,B 2888,,,,,,,,,,,,,N/A,0.0,0.0,
23404,196014,0,101671,I 41,I 41,,,,,,,,,,,,,N/A,0.0,0.0,
23405,195459,0,101676,Δ 231,Δ 231,,,,,,,,,,,,,N/A,0.0,0.0,
23406,196522,0,101677,HJ 610,HJ 610,,,,,,,,,,,,,N/A,0.0,0.0,
23407,196849,0,101681,H 4 78,H 4 78,,,,,,,,,,,,,N/A,0.0,0.0,
23408,196411,0,101700,Σ 2703,Σ 2703,,,,,,,,,,,,,N/A,0.0,0.0,
23409,196310,0,101706,Σ 2699,Σ 2699,,,,,,,,,,,,,N/A,0.0,0.0,
23410,196423,0,101710,Σ 2701,Σ 2701,,,,,,,,,,,,,N/A,0.0,0.0,
23411,196903,0,101719,SHY 780,SHY 780,,,,,,,,,,,,,N/A,0.0,0.0,
23412,196253,0,101722,HDS 2943,HDS 2943,,,,,,,,,,,,,N/A,0.0,0.0,
23413,196141,0,101726,TOK 369,TOK 369,,,,,,,,,,,,,N/A,0.0,0.0,
23414,197433,0,101750,HEI 7,HEI 7,,,,,,,,,,,,,N/A,0.0,0.0,
23415,196397,0,101760,TOK 629,TOK 629,,,,,,,,,,,,,N/A,0.0,0.0,
23416,196609,0,101761,HJ 1547,HJ 1547,,,,,,,,,,,,,N/A,0.0,0.0,
23417,235300,0,101779,A 1681,A 1681,,,,,,,,,,,,,N/A,0.0,0.0,
23418,196673,0,101788,Σ 2705,Σ 2705,,,,,,,,,,,,,N/A,0.0,0.0,
23419,196988,0,101794,Σ 2717,Σ 2717,,,,,,,,,,,,,N/A,0.0,0.0,
23420,196655,0,101803,A 742,A 742,,,,,,,,,,,,,N/A,0.0,0.0,
23421,196808,0,101807,GUI 33,GUI 33,,,,,,,,,,,,,N/A,0.0,0.0,
23422,196808,0,101804,ES 2697,ES 2697/Σ 2707,,,,,,,,,,,,,N/A,0.0,0.0,
23423,196572,0,101820,HDS 2945,HDS 2945,,,,,,,,,,,,,N/A,0.0,0.0,
23424,195320,0,101828,HJ 5199,HJ 5199,,,,,,,,,,,,,N/A,0.0,0.0,
23425,196865,0,101839,ES 89,ES 89,,,,,,,,,,,,,N/A,0.0,0.0,
23426,196495,0,101858,RST 9008,RST 9008,,,,,,,,,,,,,N/A,0.0,0.0,
23427,196496,0,101873,B 498,B 498,,,,,,,,,,,,,N/A,0.0,0.0,
23428,196850,0,101875,Σ 2708,Σ 2708,,,,,,,,,,,,,N/A,0.0,0.0,
23429,196557,0,101879,OCC 9194,OCC 9194,,,,,,,,,,,,,N/A,0.0,0.0,
23430,196741,0,101886,β 435,β 435,,,,,,,,,,,,,N/A,0.0,0.0,
23431,196989,0,101896,A 746,A 746,,,,,,,,,,,,,N/A,0.0,0.0,
23432,196793,0,101920,SCJ 27,SCJ 27,,,,,,,,,,,,,N/A,0.0,0.0,
23433,196906,0,101928,HO 136,HO 136,,,,,,,,,,,,,N/A,0.0,0.0,
23434,197037,0,101948,GNS 11,GNS 11,,,,,,,,,,,,,N/A,0.0,0.0,
23435,196882,0,101950,Σ 2709,Σ 2709,,,,,,,,,,,,,N/A,0.0,0.0,
23436,196954,0,101951,Σ 2711,Σ 2711,,,,,,,,,,,,,N/A,0.0,0.0,
23437,198327,0,101960,HDS 2946,HDS 2946,,,,,,,,,,,,,N/A,0.0,0.0,
23438,196238,0,101962,FAB 16,FAB 16,,,,,,,,,,,,,N/A,0.0,0.0,
23439,197118,0,101963,A 748,A 748,,,,,,,,,,,,,N/A,0.0,0.0,
23440,235317,0,102002,A 1682,A 1682,,,,,,,,,,,,,N/A,0.0,0.0,
23441,196537,0,102006,HU 1617,HU 1617,,,,,,,,,,,,,N/A,0.0,0.0,
23442,196913,0,102009,A 2284,A 2284,,,,,,,,,,,,,N/A,0.0,0.0,
23443,196929,0,102010,ΟΣ 409,ΟΣ 409,,,,,,,,,,,,,N/A,0.0,0.0,
23444,196746,0,102021,SHY 781,SHY 781,,,,,,,,,,,,,N/A,0.0,0.0,
23445,197039,0,102029,HDS 2947,HDS 2947,,,,,,,,,,,,,N/A,0.0,0.0,
23446,197075,0,102031,A 2795,A 2795,,,,,,,,,,,,,N/A,0.0,0.0,
23447,196403,0,102039,HU 1616,HU 1616,,,,,,,,,,,,,N/A,0.0,0.0,
23448,196563,0,102044,HDS 2948,HDS 2948,,,,,,,,,,,,,N/A,0.0,0.0,
23449,196748,0,102057,HJ 5211,HJ 5211,,,,,,,,,,,,,N/A,0.0,0.0,
23450,196946,0,102061,HO 135,HO 135,,,,,,,,,,,,,N/A,0.0,0.0,
23451,196749,0,102073,SKF 1166,SKF 1166,,,,,,,,,,,,,N/A,0.0,0.0,
23452,196995,0,102078,OCC 413,OCC 413,,,,,,,,,,,,,N/A,0.0,0.0,
23453,197207,0,102081,ARY 28,ARY 28,,,,,,,,,,,,,N/A,0.0,0.0,
23454,197208,0,102084,ARY 29,ARY 29,,,,,,,,,,,,,N/A,0.0,0.0,
23455,197374,0,102113,ES 1445,ES 1445,,,,,,,,,,,,,N/A,0.0,0.0,
23456,197179,0,102131,Σ 2715,Σ 2715,,,,,,,,,,,,,N/A,0.0,0.0,
23457,197246,0,102138,HO 595,HO 595,,,,,,,,,,,,,N/A,0.0,0.0,
23458,197228,0,102144,β 673,β 673,,,,,,,,,,,,,N/A,0.0,0.0,
23459,197209,0,102150,HU 1199,HU 1199,,,,,,,,,,,,,N/A,0.0,0.0,
23460,197274,0,102170,Lβ 19,Lβ 19,,,,,,,,,,,,,N/A,0.0,0.0,
23461,197618,0,102183,β 152,β 152,,,,,,,,,,,,,N/A,0.0,0.0,
23462,197312,0,102206,Σ 2718,Σ 2718,,,,,,,,,,,,,N/A,0.0,0.0,
23463,196986,0,102210,SKF 1167,SKF 1167,,,,,,,,,,,,,N/A,0.0,0.0,
23464,197187,0,102217,OCC 603,OCC 603,,,,,,,,,,,,,N/A,0.0,0.0,
23465,197619,0,102220,A 1683,A 1683,,,,,,,,,,,,,N/A,0.0,0.0,
23466,197559,0,102232,ES 1446,ES 1446,,,,,,,,,,,,,N/A,0.0,0.0,
23467,340923,0,102238,β pm 216,β pm 216,,β pm 216,,,,,,,,,,,N/A,0.0,0.0,
23468,197172,0,102241,λ 425,λ 425,,,,,,,,,,,,,N/A,0.0,0.0,
23469,197549,0,102261,HDS 2949,HDS 2949,,,,,,,,,,,,,N/A,0.0,0.0,
23470,197214,0,102264,SKF 2089,SKF 2089,,,,,,,,,,,,,N/A,0.0,0.0,
23471,197489,0,102271,β pm 217,β pm 217,,β pm 217,,,,,,,,,,,N/A,0.0,0.0,
23472,197515,0,102278,HO 138,HO 138,,,,,,,,,,,,,N/A,0.0,0.0,
23473,197474,0,102283,Σ 2720,Σ 2720,,,,,,,,,,,,,N/A,0.0,0.0,
23474,197097,0,102293,I 128,I 128,,,,,,,,,,,,,N/A,0.0,0.0,
23475,197518,0,102295,Σ 2722,Σ 2722,,,,,,,,,,,,,N/A,0.0,0.0,
23476,197717,0,102306,HO 140,HO 140,,,,,,,,,,,,,N/A,0.0,0.0,
23477,197667,0,102314,SEI 1230,SEI 1230,,,,,,,,,,,,,N/A,0.0,0.0,
23478,335007,0,102320,ES 366,ES 366,,,,,,,,,,,,,N/A,0.0,0.0,
23479,197436,0,102322,RST 4679,RST 4679,,,,,,,,,,,,,N/A,0.0,0.0,
23480,347427,0,102346,OSO 132,OSO 132,,,,,,,,,,,,,N/A,0.0,0.0,
23481,196267,0,102348,HDS 2951,HDS 2951,,,,,,,,,,,,,N/A,0.0,0.0,
23482,197002,0,102354,B 994,B 994,,,,,,,,,,,,,N/A,0.0,0.0,
23483,352860,0,102357,CAR 2,CAR 2,,,,,,,,,,,,,N/A,0.0,0.0,
23484,197656,0,102364,A 171,A 171,,,,,,,,,,,,,N/A,0.0,0.0,
23485,197536,0,102379,KPP 3125,KPP 3125,,,,,,,,,,,,,N/A,0.0,0.0,
23486,197645,0,102380,YSC 242,YSC 242,,,,,,,,,,,,,N/A,0.0,0.0,
23487,197523,0,102386,β 674,β 674,,,,,,,,,,,,,N/A,0.0,0.0,
23488,197704,0,102400,D 32,D 32,,,,,,,,,,,,,N/A,0.0,0.0,
23489,197481,0,102409,LDS 720,LDS 720,,,,,,,,,,,,,N/A,0.0,0.0,
23490,197482,0,102412,λ 428,λ 428,,,,,,,,,,,,,N/A,0.0,0.0,
23491,197657,0,102413,LEO 56,LEO 56,,,,,,,,,,,,,N/A,0.0,0.0,
23492,197839,0,102415,ARY 86,ARY 86,,,,,,,,,,,,,N/A,0.0,0.0,
23493,197593,0,102419,OCC 290,OCC 290,,,,,,,,,,,,,N/A,0.0,0.0,
23494,197541,0,102435,HJ 5218,HJ 5218,,,,,,,,,,,,,N/A,0.0,0.0,
23495,197737,0,102439,HDS 2954,HDS 2954,,,,,,,,,,,,,N/A,0.0,0.0,
23496,197387,0,102444,HU 1618,HU 1618,,,,,,,,,,,,,N/A,0.0,0.0,
23497,198039,0,102459,ΟΣ 412,ΟΣ 412,,,,,,,,,,,,,N/A,0.0,0.0,
23498,198511,0,102464,SKF 1249,SKF 1249,,,,,,,,,,,,,N/A,0.0,0.0,
23499,197711,0,102486,HDS 2957,HDS 2957,,,,,,,,,,,,,N/A,0.0,0.0,
23500,197746,0,102507,HJ 5220,HJ 5220,,,,,,,,,,,,,N/A,0.0,0.0,
23501,197802,0,102515,SKI 11,SKI 11,,,,,,,,,,,,,N/A,0.0,0.0,
23502,198454,0,102518,MLR 73,MLR 73,,,,,,,,,,,,,N/A,0.0,0.0,
23503,198300,0,102523,MLR 236,MLR 236,,,,,,,,,,,,,N/A,0.0,0.0,
23504,197858,0,102527,KPP 4343,KPP 4343,,,,,,,,,,,,,N/A,0.0,0.0,
23505,198363,0,102529,HJ 1583,HJ 1583,,,,,,,,,,,,,N/A,0.0,0.0,
23506,197952,0,102545,GAA 8,GAA 8,,,,,,,,,,,,,N/A,0.0,0.0,
23507,198088,0,102553,ARG 93,ARG 93,,,,,,,,,,,,,N/A,0.0,0.0,
23508,197529,0,102555,HU 1619,HU 1619,,,,,,,,,,,,,N/A,0.0,0.0,
23509,198343,0,102558,HDS 2961,HDS 2961,,,,,,,,,,,,,N/A,0.0,0.0,
23510,198108,0,102568,ARY 61,ARY 61,,,,,,,,,,,,,N/A,0.0,0.0,
23511,197928,0,102569,OCC 1101,OCC 1101,,,,,,,,,,,,,N/A,0.0,0.0,
23512,198285,0,102576,β 365,β 365,,,,,,,,,,,,,N/A,0.0,0.0,
23513,197889,0,102584,β 153,β 153,,,,,,,,,,,,,N/A,0.0,0.0,
23514,197930,0,102587,HJ 2995,HJ 2995,,,,,,,,,,,,,N/A,0.0,0.0,
23515,196419,0,102594,HDS 2963,HDS 2963,,,,,,,,,,,,,N/A,0.0,0.0,
23516,239498,0,102597,HJ 1580,HJ 1580,,,,,,,,,,,,,N/A,0.0,0.0,
23517,197789,0,102604,I 1427,I 1427,,,,,,,,,,,,,N/A,0.0,0.0,
23518,198253,0,102619,β 268,β 268,,,,,,,,,,,,,N/A,0.0,0.0,
23519,197890,0,102626,LWR 17,LWR 17,,,,,,,,,,,,,N/A,0.0,0.0,
23520,197956,0,102641,STN 53,STN 53,,,,,,,,,,,,,N/A,0.0,0.0,
23521,198288,0,102648,A 1434,A 1434,,,,,,,,,,,,,N/A,0.0,0.0,
23522,198226,0,102650,β 66,β 66,,,,,,,,,,,,,N/A,0.0,0.0,
23523,198093,0,102655,TOK 341,TOK 341,,,,,,,,,,,,,N/A,0.0,0.0,
23524,196752,0,102661,UC 4294,UC 4294,,,,,,,,,,,,,N/A,0.0,0.0,
23525,198537,0,102673,MLR 360,MLR 360,,,,,,,,,,,,,N/A,0.0,0.0,
23526,198153,0,102688,UC 4295,UC 4295,,,,,,,,,,,,,N/A,0.0,0.0,
23527,198168,0,102689,RST 5471,RST 5471,,,,,,,,,,,,,N/A,0.0,0.0,
23528,198005,0,102690,B 996,B 996,,,,,,,,,,,,,N/A,0.0,0.0,
23529,198479,0,102722,HDS 2965,HDS 2965,,,,,,,,,,,,,N/A,0.0,0.0,
23530,197569,0,102725,SHY 782,SHY 782,,,,,,,,,,,,,N/A,0.0,0.0,
23531,198366,0,102728,HDS 2966,HDS 2966,,,,,,,,,,,,,N/A,0.0,0.0,
23532,197921,0,102753,NSN 451,NSN 451,,,,,,,,,,,,,N/A,0.0,0.0,
23533,198292,0,102756,HDS 2967,HDS 2967,,,,,,,,,,,,,N/A,0.0,0.0,
23534,197959,0,102757,UC 4300,UC 4300,,,,,,,,,,,,,N/A,0.0,0.0,
23535,198425,0,102766,LDS 2931,LDS 2931,,,,,,,,,,,,,N/A,0.0,0.0,
23536,198679,0,102775,ΟΣΣ 211,ΟΣΣ 211,,,,,,,,,,,,,N/A,0.0,0.0,
23537,335256,0,102786,CBL 86,CBL 86,,,,,,,,,,,,,N/A,0.0,0.0,
23538,198611,0,102796,HDS 2968,HDS 2968,,,,,,,,,,,,,N/A,0.0,0.0,
23539,198190,0,102839,R 326,R 326,,,,,,,,,,,,,N/A,0.0,0.0,
23540,198514,0,102840,HL 9002,HL 9002,,,,,,,,,,,,,N/A,0.0,0.0,
23541,198278,0,102845,HJ 5226,HJ 5226,,,,,,,,,,,,,N/A,0.0,0.0,
23542,198233,0,102846,HDS 2969,HDS 2969,,,,,,,,,,,,,N/A,0.0,0.0,
23543,198550,0,102851,BAG 28,BAG 28,,,,,,,,,,,,,N/A,0.0,0.0,
23544,196487,0,102868,KPP 4215,KPP 4215,,,,,,,,,,,,,N/A,0.0,0.0,
23545,198626,0,102876,β 67,β 67,,,,,,,,,,,,,N/A,0.0,0.0,
23546,198627,0,102877,ΟΣ 415,ΟΣ 415,,,,,,,,,,,,,N/A,0.0,0.0,
23547,341159,0,102881,KPP 3362,KPP 3362,,,,,,,,,,,,,N/A,0.0,0.0,
23548,198355,0,102884,HDS 2971,HDS 2971,,,,,,,,,,,,,N/A,0.0,0.0,
23549,198441,0,102890,HDS 2970,HDS 2970,,,,,,,,,,,,,N/A,0.0,0.0,
23550,198340,0,102892,B 997,B 997,,,,,,,,,,,,,N/A,0.0,0.0,
23551,201748,0,102893,Σ 2794,Σ 2794,,,,,,,,,,,,,N/A,0.0,0.0,
23552,347600,0,102902,HDS 2972,HDS 2972,,,,,,,,,,,,,N/A,0.0,0.0,
23553,197828,0,102905,HDS 2973,HDS 2973,,,,,,,,,,,,,N/A,0.0,0.0,
23554,198834,0,102921,β 155,β 155,,,,,,,,,,,,,N/A,0.0,0.0,
23555,198251,0,102957,HJ 5223,HJ 5223,,,,,,,,,,,,,N/A,0.0,0.0,
23556,198502,0,102963,TOK 863,TOK 863,,,,,,,,,,,,,N/A,0.0,0.0,
23557,198192,0,102965,HU 1622,HU 1622,,,,,,,,,,,,,N/A,0.0,0.0,
23558,198504,0,102979,B 504,B 504,,,,,,,,,,,,,N/A,0.0,0.0,
23559,198896,0,102990,ΟΣ 416,ΟΣ 416,,,,,,,,,,,,,N/A,0.0,0.0,
23560,198846,0,102999,RAO 521,RAO 521,,,,,,,,,,,,,N/A,0.0,0.0,
23561,198505,0,103000,λ 429,λ 429,,,,,,,,,,,,,N/A,0.0,0.0,
23562,198543,0,103002,λ 430,λ 430,,,,,,,,,,,,,N/A,0.0,0.0,
23563,198879,0,103013,HJ 1586,HJ 1586,,,,,,,,,,,,,N/A,0.0,0.0,
23564,335217,0,103015,LDS 6417,LDS 6417,,,,,,,,,,,,,N/A,0.0,0.0,
23565,198810,0,103028,HO 144,HO 144,,,,,,,,,,,,,N/A,0.0,0.0,
23566,198282,0,103046,HDS 2974,HDS 2974,,,,,,,,,,,,,N/A,0.0,0.0,
23567,198730,0,103059,β 154,β 154,,,,,,,,,,,,,N/A,0.0,0.0,
23568,198977,0,103074,ΟΣ 417,ΟΣ 417,,,,,,,,,,,,,N/A,0.0,0.0,
23569,198592,0,103081,SKF 1168,SKF 1168,,,,,,,,,,,,,N/A,0.0,0.0,
23570,198634,0,103095,SKF 1169,SKF 1169,,,,,,,,,,,,,N/A,0.0,0.0,
23571,198920,0,103111,HEI 819,HEI 819,,,,,,,,,,,,,N/A,0.0,0.0,
23572,199137,0,103113,HDS 2975,HDS 2975,,,,,,,,,,,,,N/A,0.0,0.0,
23573,199042,0,103115,ΟΣΣ 212,ΟΣΣ 212,,,,,,,,,,,,,N/A,0.0,0.0,
23574,199055,0,103116,HDS 2976,HDS 2976,,,,,,,,,,,,,N/A,0.0,0.0,
23575,197767,0,103118,HDS 2977,HDS 2977,,,,,,,,,,,,,N/A,0.0,0.0,
23576,199071,0,103120,HO 146,HO 146,,,,,,,,,,,,,N/A,0.0,0.0,
23577,199008,0,103121,HO 597,HO 597,,,,,,,,,,,,,N/A,0.0,0.0,
23578,199306,0,103130,A 751,A 751,,,,,,,,,,,,,N/A,0.0,0.0,
23579,198675,0,103139,SHY 784,SHY 784,,,,,,,,,,,,,N/A,0.0,0.0,
23580,198608,0,103140,B 505,B 505,,,,,,,,,,,,,N/A,0.0,0.0,
23581,198535,0,103156,HDS 2978,HDS 2978,,,,,,,,,,,,,N/A,0.0,0.0,
23582,199024,0,103171,HJ 3005,HJ 3005,,,,,,,,,,,,,N/A,0.0,0.0,
23583,198906,0,103182,RSS 554,RSS 554,,,,,,,,,,,,,N/A,0.0,0.0,
23584,199660,0,103190,A 1216,A 1216,,,,,,,,,,,,,N/A,0.0,0.0,
23585,335289,0,103199,LDS 2934,LDS 2934,,,,,,,,,,,,,N/A,0.0,0.0,
23586,198777,0,103208,TOK 680,TOK 680,,,,,,,,,,,,,N/A,0.0,0.0,
23587,199311,0,103213,YSC 163,YSC 163,,,,,,,,,,,,,N/A,0.0,0.0,
23588,199234,0,103216,ΟΣ 419,ΟΣ 419,,,,,,,,,,,,,N/A,0.0,0.0,
23589,199312,0,103222,ΟΣ 422,ΟΣ 422,,,,,,,,,,,,,N/A,0.0,0.0,
23590,198828,0,103230,I 1429,I 1429,,,,,,,,,,,,,N/A,0.0,0.0,
23591,199220,0,103232,ΟΣ 418,ΟΣ 418,,,,,,,,,,,,,N/A,0.0,0.0,
23592,198829,0,103260,I 18,I 18,,,,,,,,,,,,,N/A,0.0,0.0,
23593,199017,0,103264,HDS 2980,HDS 2980,,,,,,,,,,,,,N/A,0.0,0.0,
23594,199355,0,103272,ΟΣ 423,ΟΣ 423,,,,,,,,,,,,,N/A,0.0,0.0,
23595,198678,0,103302,HDS 2981,HDS 2981,,,,,,,,,,,,,N/A,0.0,0.0,
23596,199645,0,103318,A 754,A 754,,,,,,,,,,,,,N/A,0.0,0.0,
23597,199375,0,103330,HO 460,HO 460,,,,,,,,,,,,,N/A,0.0,0.0,
23598,358059,0,103337,TDT 2644,TDT 2644,,,,,,,,,,,,,N/A,0.0,0.0,
23599,199148,0,103350,JSP 819,JSP 819,,,,,,,,,,,,,N/A,0.0,0.0,
23600,198943,0,103361,I 129,I 129,,,,,,,,,,,,,N/A,0.0,0.0,
23601,199596,0,103373,HDS 2982,HDS 2982,,,,,,,,,,,,,N/A,0.0,0.0,
23602,235405,0,103375,A 1437,A 1437,,,,,,,,,,,,,N/A,0.0,0.0,
23603,199739,0,103380,A 755,A 755,,,,,,,,,,,,,N/A,0.0,0.0,
23604,199427,0,103381,Σ 2736,Σ 2736,,,,,,,,,,,,,N/A,0.0,0.0,
23605,199580,0,103392,ENG 77,ENG 77,,,,,,,,,,,,,N/A,0.0,0.0,
23606,199849,0,103394,Σ 2740,Σ 2740,,,,,,,,,,,,,N/A,0.0,0.0,
23607,199119,0,103395,HU 1332,HU 1332,,,,,,,,,,,,,N/A,0.0,0.0,
23608,199453,0,103402,HDS 2985,HDS 2985,,,,,,,,,,,,,N/A,0.0,0.0,
23609,199241,0,103407,RST 3272,RST 3272,,,,,,,,,,,,,N/A,0.0,0.0,
23610,199850,0,103421,YSC 117,YSC 117,,,,,,,,,,,,,N/A,0.0,0.0,
23611,199714,0,103428,HDS 2987,HDS 2987,,,,,,,,,,,,,N/A,0.0,0.0,
23612,199065,0,103438,COO 241,COO 241,,,,,,,,,,,,,N/A,0.0,0.0,
23613,199954,0,103439,HDS 2988,HDS 2988,,,,,,,,,,,,,N/A,0.0,0.0,
23614,199482,0,103446,HWE 101,HWE 101,,,,,,,,,,,,,N/A,0.0,0.0,
23615,199967,0,103454,Σ 3133,Σ 3133,,,,,,,,,,,,,N/A,0.0,0.0,
23616,199598,0,103455,RAO 24,RAO 24,,,,,,,,,,,,,N/A,0.0,0.0,
23617,199287,0,103466,DON 995,DON 995,,,,,,,,,,,,,N/A,0.0,0.0,
23618,198780,0,103470,B 1389,B 1389,,,,,,,,,,,,,N/A,0.0,0.0,
23619,199349,0,103475,HJ 5236,HJ 5236,,,,,,,,,,,,,N/A,0.0,0.0,
23620,199410,0,103481,RED 26,RED 26,,,,,,,,,,,,,N/A,0.0,0.0,
23621,199583,0,103483,ARY 67,ARY 67,,,,,,,,,,,,,N/A,0.0,0.0,
23622,199717,0,103493,HO 598,HO 598,,,,,,,,,,,,,N/A,0.0,0.0,
23623,199631,0,103512,ARY 87,ARY 87,,,,,,,,,,,,,N/A,0.0,0.0,
23624,199388,0,103517,I 1048,I 1048,,,,,,,,,,,,,N/A,0.0,0.0,
23625,199871,0,103528,BLL 53,BLL 53,,,,,,,,,,,,,N/A,0.0,0.0,
23626,199721,0,103537,Σ 2738,Σ 2738,,,,,,,,,,,,,N/A,0.0,0.0,
23627,199189,0,103541,B 1003,B 1003,,,,,,,,,,,,,N/A,0.0,0.0,
23628,199668,0,103574,HU 83,HU 83,,,,,,,,,,,,,N/A,0.0,0.0,
23629,199460,0,103578,RST 3273,RST 3273,,,,,,,,,,,,,N/A,0.0,0.0,
23630,199564,0,103582,B 2894,B 2894,,,,,,,,,,,,,N/A,0.0,0.0,
23631,199801,0,103586,HDS 2991,HDS 2991,,,,,,,,,,,,,N/A,0.0,0.0,
23632,198610,0,103587,UC 4350,UC 4350,,,,,,,,,,,,,N/A,0.0,0.0,
23633,199987,0,103594,HU 764,HU 764,,,,,,,,,,,,,N/A,0.0,0.0,
23634,199683,0,103595,OCC 668,OCC 668,,,,,,,,,,,,,N/A,0.0,0.0,
23635,199618,0,103597,HDS 2992,HDS 2992,,,,,,,,,,,,,N/A,0.0,0.0,
23636,199706,0,103601,UC 4353,UC 4353,,,,,,,,,,,,,N/A,0.0,0.0,
23637,200101,0,103604,β 68,β 68,,,,,,,,,,,,,N/A,0.0,0.0,
23638,200707,0,103619,A 879,A 879,,,,,,,,,,,,,N/A,0.0,0.0,
23639,199489,0,103620,I 669,I 669,,,,,,,,,,,,,N/A,0.0,0.0,
23640,199751,0,103626,TOK 370,TOK 370,,,,,,,,,,,,,N/A,0.0,0.0,
23641,199940,0,103630,Σ 2739,Σ 2739,,,,,,,,,,,,,N/A,0.0,0.0,
23642,199529,0,103643,HDS 2993,HDS 2993,,,,,,,,,,,,,N/A,0.0,0.0,
23643,199566,0,103647,I 1432,I 1432,,,,,,,,,,,,,N/A,0.0,0.0,
23644,199854,0,103663,OCC 1006,OCC 1006,,,,,,,,,,,,,N/A,0.0,0.0,
23645,200386,0,103669,HJ 1607,HJ 1607,,,,,,,,,,,,,N/A,0.0,0.0,
23646,199810,0,103687,β 765,β 765,,,,,,,,,,,,,N/A,0.0,0.0,
23647,199770,0,103689,I 1049,I 1049,,,,,,,,,,,,,N/A,0.0,0.0,
23648,200269,0,103700,β 156,β 156,,,,,,,,,,,,,N/A,0.0,0.0,
23649,199917,0,103720,SKF 2097,SKF 2097,,,,,,,,,,,,,N/A,0.0,0.0,
23650,199918,0,103735,TOK 344,TOK 344,,,,,,,,,,,,,N/A,0.0,0.0,
23651,199133,0,103745,HJ 5230,HJ 5230,,,,,,,,,,,,,N/A,0.0,0.0,
23652,200325,0,103749,HDS 2995,HDS 2995,,,,,,,,,,,,,N/A,0.0,0.0,
23653,200708,0,103758,HU 959,HU 959,,,,,,,,,,,,,N/A,0.0,0.0,
23654,200007,0,103759,HDS 2996,HDS 2996,,,,,,,,,,,,,N/A,0.0,0.0,
23655,200069,0,103762,OCC 1016,OCC 1016,,,,,,,,,,,,,N/A,0.0,0.0,
23656,200775,0,103763,LI 6,LI 6,,,,,,,,,,,,,N/A,0.0,0.0,
23657,200406,0,103767,HDS 2997,HDS 2997,,,,,,,,,,,,,N/A,0.0,0.0,
23658,199981,0,103768,KPP 3116,KPP 3116,,,,,,,,,,,,,N/A,0.0,0.0,
23659,200407,0,103779,HO 600,HO 600,,,,,,,,,,,,,N/A,0.0,0.0,
23660,200370,0,103782,Σ 2746,Σ 2746,,,,,,,,,,,,,N/A,0.0,0.0,
23661,200290,0,103791,COU 128,COU 128,,,,,,,,,,,,,N/A,0.0,0.0,
23662,200575,0,103792,β 1139,β 1139,,,,,,,,,,,,,N/A,0.0,0.0,
23663,200210,0,103804,HO 148,HO 148,,,,,,,,,,,,,N/A,0.0,0.0,
23664,200466,0,103824,Σ 2747,Σ 2747,,,,,,,,,,,,,N/A,0.0,0.0,
